rank,team_name,event,country,year,division,event_category,workout_filter,Strength,Endurance,MetCon X,1RM Strict Press,3RM Back Squat,5RM Deadlift,Run,Row,Points
1,Emma Villacampa & Asis Zubiaur,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Lite,Overall,3 (490KG),2 (8.847KM),2 (13:03),,,,,,7
2,Mário Sul & Cláudia Dias,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Lite,Overall,1 (630KG),6 (8.134KM),1 (12:30),,,,,,8
3,Ana Berzosa & Jesús Cordón Caballero,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Lite,Overall,2 (527KG),5 (8.404KM),4 (13:40),,,,,,11
4,Miguel Alonso Daganzo & Yanilu Rodriguez-Prieto,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Lite,Overall,4 (488KG),1 (9.167KM),7 (14:50),,,,,,12
5,Marco Grieco & Anna Grieco,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Lite,Overall,5 (473KG),4 (8.439KM),5 (13:57),,,,,,14
6,Acaymo Figuera Perez & Claudia Crespo Fernández,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Lite,Overall,11 (420KG),3 (8.462KM),6 (14:29),,,,,,20
7,patricia Moreno sanchez & Eneko Hernandez Valiente,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Lite,Overall,8 (440KG),10 (7.937KM),3 (13:35),,,,,,21
8,Jose Carlos Brioso Fernández & Malvina Costela,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Lite,Overall,10 (421KG),7 (8.108KM),9 (15:47),,,,,,26
9,Juan Luis Lavado Aguilar & Inés García,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Lite,Overall,9 (428KG),8 (8.066KM),12 (17:00),,,,,,29
10,Ianira Valdebenito Saavedra & Pablo Rodríguez Gómez,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Lite,Overall,12 (386KG),9 (7.94KM),10 (16:53),,,,,,31
11,Lizbeth Zayani Sanchez & Ismael Blasco Barrera,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Lite,Overall,6 (446KG),12 (7.373KM),14 (20:14),,,,,,32
12,Xavi Toll & Claudia Costafreda,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Lite,Overall,13 (333KG),11 (7.734KM),11 (16:55),,,,,,35
13,Sara de la Fuente Sepulveda & Arturo Villaverde,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Lite,Overall,14 (311KG),13 (7.327KM),13 (18:15),,,,,,40
1,Elisah HUGUET & Amaia Darrigues,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX Pro,Overall,1 (551KG),1 (8.636KM),1 (17:37),,,,,,3
1,Alejandro González Delgado & Sergio Moreno,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,MetCon X,,,11:00,,,,,,1
2,Joaquin Romero & Ángel Oliveros,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,MetCon X,,,12:04,,,,,,2
3,Alvaro Pedroso & Fernando TR,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,MetCon X,,,13:11,,,,,,3
4,Miguel Ángel García Jurado & Alejandro Siles Palencia,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,MetCon X,,,13:27,,,,,,4
5,Vicente Toldos & Pol Guasch,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,MetCon X,,,13:48,,,,,,5
6,Andy Gardner & matt Team,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,MetCon X,,,16:49,,,,,,6
7,Etienne Prost & Nicolas Espinoza,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,MetCon X,,,19:53,,,,,,7
1,Sophie Grosvenor & Mike Catris,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Pro,Overall,1 (766KG),6 (9.336KM),1 (13:56),,,,,,8
2,Elena Rouco chas & Jose Salama,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Pro,Overall,4 (667KG),2 (10.391KM),3 (14:21),,,,,,9
3,Sara Alda Justicia & Juan Diego Palacios,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Pro,Overall,5 (662KG),3 (9.762KM),6 (15:57),,,,,,14
4,Petra Arvela & Luis Garcia Rubio,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Pro,Overall,12 (545KG),1 (10.668KM),2 (14:06),,,,,,15
5,Pelayo Viescas & Alba Rodriguez Fernandez,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Pro,Overall,7 (629KG),4 (9.744KM),4 (15:27),,,,,,15
6,Lukasz Debek & Lucy Lloyd,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Pro,Overall,2 (743KG),10 (9.183KM),5 (15:50),,,,,,17
7,Greg Mcclure & Claudia Thompson,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Pro,Overall,3 (705KG),8 (9.254KM),8 (16:42),,,,,,19
8,Mario Sainz Pérez & Marta Labadia sanchez,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Pro,Overall,11 (608KG),5 (9.384KM),7 (16:22),,,,,,23
9,Paul Arriaga & Elena Pérez,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Pro,Overall,8 (622KG),9 (9.243KM),9 (16:49),,,,,,26
10,David Abajo basurto & Yoseline Aguilar Pardo,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Pro,Overall,6 (647KG),11 (9.182KM),13 (18:15),,,,,,30
11,Bruno Azevedo & Sofia Vieira,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Pro,Overall,14 (463KG),7 (9.259KM),10 (16:52),,,,,,31
12,Guillermo Pajuelo Recio & Marta Garcia,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Pro,Overall,9 (619KG),12 (8.934KM),12 (18:09),,,,,,33
13,Sergio Muñoz & Cristina Aviles fernandez,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Pro,Overall,15 (460KG),13 (8.459KM),11 (17:42),,,,,,39
13,Belen Gonzalez Rodriguez & Gabriel Miguel,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Pro,Overall,10 (613KG),15 (8.345KM),14 (19:59),,,,,,39
15,Vincent Audiffren & Jessica Cantore,ATHX MADRID 2026,Spain 🇪🇸,2026,Mixed,ATHX Pro,Overall,13 (520KG),14 (8.386KM),15 (21:16),,,,,,42
1,Bianca Magdaleno & olga frutos,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,13:53,,,,,,1
2,Patricia de Diego Diaz & Ainhoa Fernandez,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,14:10,,,,,,2
3,Alexandra Ferreira & Ana Machado,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,14:55,,,,,,3
4,TERESA PEREIRA VILLA & Paula García,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,15:00,,,,,,4
5,Suzie Tinlin & Michelle Farrow,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,15:18,,,,,,5
6,Paula Cortes & Arantzazu Contreras,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,15:41,,,,,,6
7,Ali Whittaker & Marie Pinnington,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,15:53,,,,,,7
8,Elisa Adorni & Maria Palli,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,15:56,,,,,,8
9,Maria Alvarez Rufino & Neuza Pereira,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,16:07,,,,,,9
10,Leonie Gutschmidt & Nele Tschöpe,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,16:15,,,,,,10
11,alejandra Quintana rodríguez & Maria Martin,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,16:22,,,,,,11
12,Tanya van den Berg & Danae van den Berg,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,16:24,,,,,,12
13,Patrícia Pimenta & Natalia Vega,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,16:45,,,,,,13
14,María Teresa Sanchez & Jara Ayuso,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,16:47,,,,,,14
14,Elena Gaínza & Paola Giraud,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,16:47,,,,,,14
16,Catherine Wray & maddy wray,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,17:00,,,,,,16
17,Nuria Grimalt Muntaner & Elisa Tur Rodriguez,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,17:08,,,,,,17
18,Danielle Cooper & Ellie Randall,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,17:14,,,,,,18
19,Milena Távora & Carolina Fernandes,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,17:36,,,,,,19
20,Helen Stafford & Louise Sandow,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,17:46,,,,,,20
21,Georgia Appleyard & Jamie Appleyard,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,17:55,,,,,,21
22,Annabel Keith & Yasmin Billimoria,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,18:23,,,,,,22
23,Caitlyn Simpson & Lauren Waterhouse,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,18:31,,,,,,23
23,Susana Ruiz & Maria Bermejo Galindo,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,18:31,,,,,,23
25,Irene Sanz & Cristina Cabello,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,18:43,,,,,,25
26,Lea Scharr & Alexandra Bayer,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,18:45,,,,,,26
27,Jazzmyn Capó & María Castro,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,18:46,,,,,,27
28,Sandra Vidal Navarro & Sandra Romero,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,18:54,,,,,,28
29,Millie Costin & Cara Wilson,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,18:59,,,,,,29
30,Hayley Bowd & Sophie Crabtree,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,19:03,,,,,,30
31,Rute Veríssimo & Joana Rijo,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,19:28,,,,,,31
32,Amanda Burton & Leonie Borland,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,19:34,,,,,,32
32,Kayleigh Wright & Alex Hearn,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,19:34,,,,,,32
34,Sharon Virdi & Aleksandra Ongley,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,19:57,,,,,,34
34,Lauren Barker & Mira Bedda,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,19:57,,,,,,34
36,Ana Cano & Deborah rodiel Aragon,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,20:35,,,,,,36
37,Sophia Pizzimenti & Aimie Neyland,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,20:59,,,,,,37
38,angel Tam & Hannah Cufflin,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,21:27,,,,,,38
39,Paula Jimenez & Cristina Jimenez,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,21:31,,,,,,39
40,Erin Hughes & Lubna Osmani,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,23:38,,,,,,40
41,Chiara Blair & Sophie Cox,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,24:44,,,,,,41
42,Luna Dueñas & Lucía Correal,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,MetCon X,,,25:00,,,,,,42
1,Alejandro González Delgado & Sergio Moreno,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,Endurance,,,,,,,4.317KM,5.506KM,1
2,Vicente Toldos & Pol Guasch,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,Endurance,,,,,,,4KM,4.812KM,2
3,Joaquin Romero & Ángel Oliveros,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,Endurance,,,,,,,4.019KM,4.732KM,3
4,Alvaro Pedroso & Fernando TR,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,Endurance,,,,,,,3.467KM,4.961KM,4
5,Miguel Ángel García Jurado & Alejandro Siles Palencia,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,Endurance,,,,,,,3.357KM,4.745KM,5
6,Etienne Prost & Nicolas Espinoza,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,Endurance,,,,,,,3.5KM,4.494KM,6
7,Andy Gardner & matt Team,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,Endurance,,,,,,,2.951KM,4.687KM,7
1,Patricia de Diego Diaz & Ainhoa Fernandez,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.803KM,5.082KM,1
2,Bianca Magdaleno & olga frutos,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.661KM,5.141KM,2
3,Maria Alvarez Rufino & Neuza Pereira,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.93KM,4.857KM,3
4,Alexandra Ferreira & Ana Machado,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.75KM,4.919KM,4
5,Elisa Adorni & Maria Palli,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.904KM,4.719KM,5
6,Leonie Gutschmidt & Nele Tschöpe,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.64KM,4.923KM,6
7,TERESA PEREIRA VILLA & Paula García,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.58KM,4.974KM,7
8,Georgia Appleyard & Jamie Appleyard,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.754KM,4.779KM,8
9,Ali Whittaker & Marie Pinnington,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.75KM,4.754KM,9
10,Milena Távora & Carolina Fernandes,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.517KM,4.974KM,10
11,alejandra Quintana rodríguez & Maria Martin,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.681KM,4.786KM,11
12,Catherine Wray & maddy wray,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.51KM,4.905KM,12
13,Paula Cortes & Arantzazu Contreras,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.579KM,4.833KM,13
14,Hayley Bowd & Sophie Crabtree,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.274KM,5.096KM,14
15,Tanya van den Berg & Danae van den Berg,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.235KM,5.095KM,15
16,Suzie Tinlin & Michelle Farrow,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.307KM,5.012KM,16
17,Helen Stafford & Louise Sandow,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.497KM,4.805KM,17
18,Irene Sanz & Cristina Cabello,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.418KM,4.881KM,18
19,Patrícia Pimenta & Natalia Vega,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.791KM,4.506KM,19
20,Jazzmyn Capó & María Castro,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.683KM,4.595KM,20
21,Rute Veríssimo & Joana Rijo,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.726KM,4.542KM,21
22,Lea Scharr & Alexandra Bayer,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.198KM,5.059KM,22
23,Ana Cano & Deborah rodiel Aragon,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.89KM,4.366KM,23
24,Elena Gaínza & Paola Giraud,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.736KM,4.51KM,24
25,Amanda Burton & Leonie Borland,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.287KM,4.851KM,25
26,Kayleigh Wright & Alex Hearn,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.254KM,4.869KM,26
27,angel Tam & Hannah Cufflin,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.755KM,4.356KM,27
28,Caitlyn Simpson & Lauren Waterhouse,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.463KM,4.634KM,28
29,Danielle Cooper & Ellie Randall,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.2KM,4.865KM,29
30,Millie Costin & Cara Wilson,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.453KM,4.561KM,30
31,Annabel Keith & Yasmin Billimoria,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.434KM,4.551KM,31
32,Sandra Vidal Navarro & Sandra Romero,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.75KM,4.199KM,32
33,Chiara Blair & Sophie Cox,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.504KM,4.406KM,33
34,Nuria Grimalt Muntaner & Elisa Tur Rodriguez,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.546KM,4.337KM,34
35,Paula Jimenez & Cristina Jimenez,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.5KM,4.351KM,35
36,María Teresa Sanchez & Jara Ayuso,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.079KM,4.683KM,36
37,Susana Ruiz & Maria Bermejo Galindo,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.446KM,4.258KM,37
38,Sharon Virdi & Aleksandra Ongley,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.335KM,4.275KM,38
39,Lauren Barker & Mira Bedda,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.109KM,4.468KM,39
40,Sophia Pizzimenti & Aimie Neyland,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,2.707KM,4.677KM,40
41,Erin Hughes & Lubna Osmani,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,3.083KM,3.986KM,41
42,Luna Dueñas & Lucía Correal,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Endurance,,,,,,,2.886KM,3.724KM,42
1,Andy Gardner & matt Team,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,Strength,,,,200KG,320KG,250KG,,,1
2,Alejandro González Delgado & Sergio Moreno,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,Strength,,,,145KG,240KG,300KG,,,2
3,Alvaro Pedroso & Fernando TR,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,Strength,,,,123KG,250KG,302KG,,,3
4,Miguel Ángel García Jurado & Alejandro Siles Palencia,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,Strength,,,,133KG,240KG,280KG,,,4
5,Vicente Toldos & Pol Guasch,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,Strength,,,,120KG,200KG,270KG,,,5
6,Joaquin Romero & Ángel Oliveros,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,Strength,,,,121KG,200KG,260KG,,,6
7,Etienne Prost & Nicolas Espinoza,ATHX MADRID 2026,Spain 🇪🇸,2026,Male,ATHX Lite,Strength,,,,95KG,120KG,150KG,,,7
1,Bianca Magdaleno & olga frutos,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,120KG,215KG,269KG,,,1
2,TERESA PEREIRA VILLA & Paula García,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,104KG,208KG,245KG,,,2
3,Alexandra Ferreira & Ana Machado,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,88KG,188KG,233KG,,,3
4,Catherine Wray & maddy wray,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,90KG,190KG,220KG,,,4
5,Sophia Pizzimenti & Aimie Neyland,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,86KG,190KG,220KG,,,5
6,Tanya van den Berg & Danae van den Berg,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,83KG,180KG,230KG,,,6
6,Georgia Appleyard & Jamie Appleyard,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,75KG,204KG,214KG,,,6
8,Maria Alvarez Rufino & Neuza Pereira,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,83KG,176KG,232KG,,,8
9,Elena Gaínza & Paola Giraud,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,83KG,175KG,230KG,,,9
10,Kayleigh Wright & Alex Hearn,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,94KG,175KG,215KG,,,10
10,Millie Costin & Cara Wilson,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,84KG,180KG,220KG,,,10
12,Patricia de Diego Diaz & Ainhoa Fernandez,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,88KG,180KG,215KG,,,12
13,Milena Távora & Carolina Fernandes,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,88KG,155KG,233KG,,,13
14,Patrícia Pimenta & Natalia Vega,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,75KG,180KG,216KG,,,14
15,Ali Whittaker & Marie Pinnington,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,74KG,175KG,220KG,,,15
16,alejandra Quintana rodríguez & Maria Martin,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,82KG,170KG,205KG,,,16
17,Paula Cortes & Arantzazu Contreras,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,82KG,160KG,210KG,,,17
18,María Teresa Sanchez & Jara Ayuso,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,85KG,157KG,207KG,,,18
19,Danielle Cooper & Ellie Randall,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,82KG,160KG,204KG,,,19
19,Elisa Adorni & Maria Palli,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,75KG,157KG,214KG,,,19
21,Hayley Bowd & Sophie Crabtree,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,74KG,145KG,220KG,,,21
22,Caitlyn Simpson & Lauren Waterhouse,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,71KG,170KG,190KG,,,22
23,Jazzmyn Capó & María Castro,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,77KG,155KG,185KG,,,23
24,Helen Stafford & Louise Sandow,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,66KG,150KG,198KG,,,24
25,Susana Ruiz & Maria Bermejo Galindo,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,74KG,150KG,188KG,,,25
26,Nuria Grimalt Muntaner & Elisa Tur Rodriguez,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,88KG,135KG,188KG,,,26
27,Suzie Tinlin & Michelle Farrow,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,78KG,150KG,182KG,,,27
28,Annabel Keith & Yasmin Billimoria,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,72KG,137KG,196KG,,,28
29,Luna Dueñas & Lucía Correal,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,78KG,160KG,165KG,,,29
30,Leonie Gutschmidt & Nele Tschöpe,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,75KG,140KG,186KG,,,30
31,Irene Sanz & Cristina Cabello,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,84KG,140KG,170KG,,,31
32,Sharon Virdi & Aleksandra Ongley,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,65KG,142KG,182KG,,,32
33,Amanda Burton & Leonie Borland,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,67KG,144KG,175KG,,,33
34,Rute Veríssimo & Joana Rijo,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,64KG,135KG,180KG,,,34
35,Chiara Blair & Sophie Cox,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,68KG,135KG,175KG,,,35
36,Lauren Barker & Mira Bedda,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,66KG,140KG,170KG,,,36
37,Paula Jimenez & Cristina Jimenez,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,55KG,120KG,180KG,,,37
38,Lea Scharr & Alexandra Bayer,ATHX MADRID 2026,Spain 🇪🇸,2026,Female,ATHX,Strength,,,,73KG,135KG,145KG,,,38
